,pet_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category
13064,ANSL_72741,2016-05-28 00:00:00,2016-08-02 10:07:00,,Gray,0.37,13.37,18,4,2.0,4
13065,ANSL_55988,2018-10-25 00:00:00,2019-03-10 17:21:00,1.0,Black,0.26,38.51,0,1,0.0,1
13066,ANSL_75353,2018-05-18 00:00:00,2019-04-07 16:38:00,2.0,Tan,0.65,20.16,13,9,1.0,2
13067,ANSL_63282,2018-09-11 00:00:00,2018-10-25 18:57:00,2.0,Black,0.93,46.71,13,9,0.0,1
13068,ANSL_61847,2015-03-19 00:00:00,2018-04-12 20:06:00,1.0,Brown,0.02,24.03,0,1,0.0,2
13069,ANSL_60198,2017-02-15 00:00:00,2018-03-09 08:53:00,,Gray,0.98,38.68,15,4,2.0,4
13070,ANSL_54743,2017-07-19 00:00:00,2017-10-19 20:43:00,0.0,Calico,0.53,23.32,7,1,1.0,1
13071,ANSL_62482,2015-08-22 00:00:00,2017-09-19 14:15:00,0.0,Tan,0.59,9.77,0,1,1.0,2
13072,ANSL_54967,2006-12-25 00:00:00,2017-01-27 16:43:00,0.0,White,0.61,22.99,0,1,1.0,2
13073,ANSL_63322,2015-01-11 00:00:00,2016-11-19 16:58:00,0.0,Brown Brindle,0.02,7.46,0,7,1.0,2
13074,ANSL_68238,2016-05-08 00:00:00,2016-08-11 18:09:00,0.0,White,0.31,28.56,7,1,1.0,2
13075,ANSL_69098,2017-06-14 00:00:00,2018-01-09 19:52:00,1.0,White,0.41,34.57,7,1,0.0,2
13076,ANSL_65783,2006-12-16 00:00:00,2017-01-08 13:57:00,0.0,Black,0.27,37.58,0,7,1.0,1
13077,ANSL_60543,2016-05-22 00:00:00,2016-09-05 12:20:00,0.0,Black,0.64,22.3,13,9,1.0,1
13078,ANSL_55353,2016-05-17 00:00:00,2018-06-07 09:00:00,2.0,Cream Tabby,0.98,27.3,16,9,1.0,1
13079,ANSL_59449,2008-04-14 00:00:00,2018-09-11 15:18:00,1.0,Orange Tabby,0.37,35.04,0,1,0.0,1
13080,ANSL_74618,2016-06-11 00:00:00,2016-09-17 18:21:00,0.0,Tan,0.98,9.23,0,1,1.0,2
13081,ANSL_65026,2018-04-26 00:00:00,2018-08-20 17:34:00,0.0,Tricolor,0.83,13.07,0,1,1.0,2
13082,ANSL_76304,2017-04-09 00:00:00,2019-04-30 14:08:00,1.0,Brown,0.74,30.89,0,7,0.0,2
13083,ANSL_62026,2015-02-03 00:00:00,2017-03-03 18:55:00,1.0,White,0.91,20.96,0,1,0.0,2
13084,ANSL_58036,2013-06-19 00:00:00,2016-07-16 16:16:00,0.0,White,0.52,25.63,13,9,1.0,1
13085,ANSL_67157,2016-08-25 00:00:00,2016-12-10 16:25:00,1.0,Brown Tabby,0.52,39.64,12,1,0.0,1
13086,ANSL_70389,2016-07-15 00:00:00,2018-08-28 17:39:00,0.0,Torbie,0.48,38.75,0,1,1.0,1
13087,ANSL_52560,2017-08-12 00:00:00,2018-10-12 18:44:00,0.0,White,0.04,17.62,0,1,1.0,2
13088,ANSL_54947,2016-07-23 00:00:00,2018-10-12 15:35:00,0.0,White,0.04,18.81,7,1,1.0,2
13089,ANSL_70583,2015-05-12 00:00:00,2017-07-15 13:10:00,1.0,Fawn,0.32,35.55,0,1,0.0,2
13090,ANSL_67905,2015-04-02 00:00:00,2016-10-29 16:31:00,0.0,White,0.86,29.04,13,9,1.0,2
13091,ANSL_58524,2015-12-04 00:00:00,2016-12-26 09:58:00,2.0,Calico,0.29,30.93,9,2,1.0,1
13093,ANSL_76739,2017-02-10 00:00:00,2019-05-09 19:30:00,0.0,Tan,0.31,27.62,0,1,1.0,2
13094,ANSL_64728,2012-01-29 00:00:00,2017-05-06 14:41:00,1.0,Buff,0.58,11.58,7,1,0.0,2
13095,ANSL_68019,2018-06-29 00:00:00,2018-09-07 12:16:00,2.0,Blue,0.73,48.52,0,1,0.0,1
13096,ANSL_59754,2015-05-09 00:00:00,2017-06-06 18:31:00,2.0,Tortie,0.53,34.37,16,9,1.0,1
13097,ANSL_62836,2009-04-13 00:00:00,2017-05-06 19:07:00,1.0,Tan,0.32,40.95,0,7,0.0,2
13098,ANSL_53535,2014-08-11 00:00:00,2017-09-02 13:28:00,1.0,White,0.57,11.35,0,7,0.0,2
13099,ANSL_66772,2017-06-27 00:00:00,2017-09-21 17:44:00,0.0,Fawn,0.14,7.18,0,1,1.0,2
13100,ANSL_51968,2016-10-19 00:00:00,2018-11-27 12:59:00,0.0,Black,0.29,30.5,13,9,1.0,2
13101,ANSL_64003,2010-06-23 00:00:00,2016-07-17 15:14:00,0.0,Brown Tabby,0.6,32.2,13,9,1.0,1
13102,ANSL_67581,2014-11-21 00:00:00,2018-12-13 17:49:00,0.0,Blue,0.88,26.11,0,1,1.0,2
13103,ANSL_74319,2016-11-23 00:00:00,2017-03-23 17:48:00,1.0,Tricolor,0.51,19.99,0,1,0.0,2
13104,ANSL_56416,2016-02-12 00:00:00,2017-03-10 13:58:00,2.0,White,0.18,6.43,13,9,0.0,2
13105,ANSL_69717,2016-02-26 00:00:00,2016-08-04 18:18:00,1.0,Sable,0.89,29.37,0,1,0.0,2
13106,ANSL_53962,2017-02-21 00:00:00,2019-03-12 13:25:00,0.0,Black,0.02,27.66,0,7,1.0,2
13107,ANSL_69415,2015-06-16 00:00:00,2017-07-07 11:43:00,1.0,Blue Merle,0.91,36.66,0,7,0.0,2
13108,ANSL_74584,2016-11-11 00:00:00,2016-12-23 12:23:00,2.0,Tortie,0.65,24.19,13,9,1.0,1
13109,ANSL_58399,2014-08-13 00:00:00,2016-09-04 09:00:00,2.0,Blue,0.4,21.73,16,9,1.0,1
13110,ANSL_69281,2012-04-07 00:00:00,2018-02-28 12:22:00,0.0,White,0.43,8.93,0,7,1.0,2
13111,ANSL_58082,2016-12-09 00:00:00,2017-08-02 17:25:00,0.0,Black,0.02,21.15,0,1,1.0,2
13112,ANSL_67570,2016-11-16 00:00:00,2017-12-12 00:00:00,0.0,Tricolor,0.88,19.98,0,1,1.0,2
13113,ANSL_52670,2013-11-30 00:00:00,2016-12-20 18:35:00,2.0,Tricolor,0.64,8.3,18,4,1.0,2
13114,ANSL_57595,2013-08-09 00:00:00,2017-10-23 16:42:00,1.0,Chocolate,0.25,28.58,0,1,0.0,2
13115,ANSL_57828,2014-08-24 00:00:00,2018-10-21 16:57:00,0.0,Black,0.64,33.17,0,1,1.0,1
13116,ANSL_72781,2017-01-28 00:00:00,2018-07-08 14:30:00,2.0,Tan,0.06,7.17,0,7,0.0,2
13117,ANSL_65793,2016-07-23 00:00:00,2016-12-09 16:43:00,0.0,Tortie,0.51,38.7,0,1,1.0,1
13118,ANSL_52765,2017-10-30 00:00:00,2018-02-08 15:39:00,1.0,Orange Tabby,0.82,29.01,0,1,0.0,1
13119,ANSL_65605,2016-09-05 00:00:00,2017-10-01 15:59:00,2.0,Black,0.86,47.34,13,9,0.0,2
13120,ANSL_76557,2018-02-12 00:00:00,2019-05-05 18:45:00,1.0,Brown Brindle,0.31,31.11,0,1,0.0,2
13121,ANSL_61740,2017-02-11 00:00:00,2018-03-04 16:46:00,,Brown,0.63,48.02,15,4,2.0,4
13122,ANSL_63032,2018-07-07 00:00:00,2019-01-22 19:03:00,1.0,Black,0.94,8.8,0,1,0.0,2
13123,ANSL_56797,2017-06-21 00:00:00,2017-09-29 14:34:00,0.0,Orange Tabby,0.78,23.05,0,1,1.0,1
13124,ANSL_65542,2011-08-11 00:00:00,2017-09-02 14:29:00,1.0,Black,0.82,44.2,0,7,0.0,2
13125,ANSL_70257,2017-07-10 00:00:00,2017-12-30 14:15:00,0.0,Cream Tabby,0.66,15.04,0,1,1.0,1
13126,ANSL_59667,2018-11-09 00:00:00,2019-03-13 17:45:00,1.0,Orange Tabby,0.35,23.39,0,1,0.0,1
13127,ANSL_61832,2016-01-19 00:00:00,2016-10-17 18:47:00,0.0,Tan,0.47,25.98,0,1,1.0,2
13128,ANSL_60629,2016-10-19 00:00:00,2017-02-08 19:04:00,2.0,Orange Tabby,0.53,8.43,18,4,0.0,1
13129,ANSL_75670,2007-01-24 00:00:00,2019-04-14 19:10:00,2.0,Black,0.07,12.12,0,7,0.0,2
13130,ANSL_55963,2015-07-22 00:00:00,2018-04-02 14:52:00,2.0,White,0.97,8.97,0,7,0.0,2
13131,ANSL_53551,2018-11-17 00:00:00,2019-02-11 16:06:00,0.0,Black,0.35,21.5,0,1,1.0,2
13132,ANSL_71775,2018-01-28 00:00:00,2018-11-22 17:27:00,1.0,Black,0.94,16.24,0,1,0.0,2
13133,ANSL_51119,2016-08-19 00:00:00,2018-09-10 12:14:00,2.0,Tan,0.41,6.49,0,7,0.0,2
13134,ANSL_63518,2018-11-08 00:00:00,2019-01-06 17:49:00,2.0,White,0.3,40.39,13,9,0.0,1
13135,ANSL_73343,2016-07-01 00:00:00,2016-09-04 14:13:00,2.0,Black,0.06,44.71,13,9,1.0,1
13136,ANSL_72529,2016-11-07 00:00:00,2017-01-13 15:45:00,2.0,Orange Tabby,0.78,16.21,13,9,1.0,1
13137,ANSL_72580,2008-10-07 00:00:00,2018-10-27 00:00:00,,White,0.76,28.62,13,9,2.0,2
13138,ANSL_63021,2018-07-31 00:00:00,2018-10-28 22:58:00,1.0,Brown Tabby,0.82,27.02,7,1,0.0,1
13139,ANSL_51624,2017-08-17 00:00:00,2018-08-02 19:04:00,1.0,Black,0.4,15.94,0,1,0.0,2
13140,ANSL_57293,2016-11-26 00:00:00,2017-02-22 10:04:00,1.0,Orange Tabby,0.12,32.66,7,1,0.0,1
13141,ANSL_62666,2017-03-09 00:00:00,2018-04-02 17:43:00,0.0,Calico,0.73,45.3,13,9,1.0,1
13142,ANSL_67471,2015-01-01 00:00:00,2018-04-03 15:58:00,1.0,White,0.5,33.7,0,1,0.0,2
13143,ANSL_75462,2016-02-01 00:00:00,2019-04-09 19:31:00,1.0,Blue,0.32,28.89,0,1,0.0,1
13144,ANSL_71909,2015-08-04 00:00:00,2016-09-05 12:58:00,0.0,Red,0.77,8.06,0,1,1.0,2
13145,ANSL_49988,2018-01-26 00:00:00,2018-08-16 18:50:00,0.0,Blue Tabby,0.01,43.51,0,7,1.0,1
13146,ANSL_69504,2015-07-08 00:00:00,2017-08-17 17:20:00,0.0,White,0.06,39.34,0,1,1.0,2
13147,ANSL_60632,2016-10-09 00:00:00,2017-01-30 09:00:00,2.0,Brown Tabby,0.58,13.32,16,9,0.0,1
13148,ANSL_75079,2015-07-11 00:00:00,2016-11-05 12:16:00,1.0,White,0.59,42.07,0,1,0.0,2
13149,ANSL_73629,2016-05-26 00:00:00,2018-06-16 18:48:00,1.0,Tan,0.04,37.23,0,7,0.0,2
13150,ANSL_52631,2018-07-10 00:00:00,2018-10-15 17:51:00,1.0,Black,0.92,26.42,0,1,0.0,2
13151,ANSL_62361,2016-12-02 00:00:00,2017-04-10 08:01:00,1.0,Blue Tabby,0.46,18.97,7,1,0.0,1
13152,ANSL_63587,2017-08-04 00:00:00,2017-12-17 18:13:00,1.0,Black,0.39,19.86,0,1,0.0,1
13153,ANSL_66087,2011-07-01 00:00:00,2016-07-24 12:08:00,2.0,Cream Tabby,0.18,15.72,18,4,0.0,1
13154,ANSL_64729,2016-03-17 00:00:00,2018-04-27 13:16:00,1.0,Blue Tabby,0.24,7.87,13,9,0.0,1
13155,ANSL_56221,2016-12-01 00:00:00,2017-12-22 13:26:00,,Gray,0.99,22.13,0,7,2.0,0
13156,ANSL_58414,2016-11-21 00:00:00,2017-03-10 19:15:00,1.0,Black,0.04,7.11,0,1,0.0,1
13157,ANSL_52479,2017-11-24 00:00:00,2018-12-25 14:23:00,2.0,Black,0.6,30.72,13,9,1.0,2
13158,ANSL_61891,2016-12-20 00:00:00,2017-05-01 11:41:00,0.0,Brown Tabby,0.56,21.08,7,1,1.0,1
13159,ANSL_76480,2017-04-11 00:00:00,2019-05-04 12:15:00,0.0,Tan,0.3,24.31,0,7,1.0,2
13160,ANSL_74818,2012-09-28 00:00:00,2018-12-16 00:00:00,1.0,White,0.03,42.86,13,9,0.0,2
13161,ANSL_70113,2014-06-03 00:00:00,2016-12-27 11:59:00,2.0,Brown Brindle,0.06,44.08,0,7,0.0,2
13162,ANSL_51497,2010-07-27 00:00:00,2016-09-04 13:08:00,1.0,Cream,0.87,37.34,0,1,0.0,2
13163,ANSL_54403,2007-05-07 00:00:00,2017-12-14 13:05:00,1.0,Tan,0.82,38.62,0,1,0.0,2
13164,ANSL_53084,2014-03-09 00:00:00,2018-11-03 16:28:00,0.0,Gray,0.37,13.27,0,7,1.0,2
13165,ANSL_66207,2015-03-20 00:00:00,2017-04-18 19:05:00,1.0,Orange Tabby,0.42,37.82,16,9,0.0,1
13166,ANSL_59066,2017-05-22 00:00:00,2018-04-15 17:43:00,0.0,Tan,0.17,10.29,0,1,1.0,2
13167,ANSL_62967,2016-08-14 00:00:00,2017-03-03 18:06:00,0.0,Black,0.99,39.4,0,1,1.0,1
13168,ANSL_64880,2017-04-13 00:00:00,2017-09-17 18:30:00,1.0,Black,0.69,20.56,0,1,0.0,2
13169,ANSL_50069,2016-12-06 00:00:00,2018-02-02 00:00:00,1.0,Tan,0.92,45.71,13,9,0.0,2
13170,ANSL_72321,2016-03-28 00:00:00,2017-04-18 12:45:00,,Sable,0.56,31.1,0,7,2.0,4
13171,ANSL_59884,2014-04-12 00:00:00,2016-10-19 17:00:00,0.0,White,0.68,20.05,0,1,1.0,2
13172,ANSL_60849,2016-06-09 00:00:00,2016-09-03 18:57:00,0.0,Red,0.39,34.5,0,1,1.0,2
13173,ANSL_76526,2017-02-11 00:00:00,2019-05-05 11:59:00,0.0,Brown,0.2,20.47,13,9,1.0,2
13174,ANSL_62188,2016-08-29 00:00:00,2016-12-22 17:46:00,1.0,Orange Tabby,0.44,47.31,7,1,0.0,1
13175,ANSL_56054,2016-07-04 00:00:00,2016-10-18 17:20:00,0.0,Lynx Point,0.04,26.42,0,1,1.0,1
13176,ANSL_61005,2015-01-28 00:00:00,2018-02-24 14:42:00,1.0,Black,0.58,41.7,13,9,0.0,2
13177,ANSL_75205,2017-11-16 00:00:00,2018-03-05 15:45:00,1.0,Orange Tabby,0.13,6.27,0,1,0.0,1
13178,ANSL_65625,2018-09-26 00:00:00,2018-12-20 18:08:00,0.0,Blue,0.18,9.61,0,1,1.0,1
13179,ANSL_50804,2006-10-20 00:00:00,2019-01-05 11:44:00,1.0,Blue Tabby,0.87,40.98,0,1,0.0,1
13180,ANSL_72326,2016-07-08 00:00:00,2017-04-25 11:20:00,0.0,Torbie,0.81,36.76,7,1,1.0,1
13181,ANSL_58466,2017-02-08 00:00:00,2017-11-01 16:58:00,0.0,Red,0.24,15.96,0,1,1.0,2
13182,ANSL_67283,2007-07-15 00:00:00,2016-10-25 11:53:00,1.0,Tan,0.26,43.4,0,7,0.0,2
13183,ANSL_51690,2015-07-22 00:00:00,2018-04-05 15:09:00,1.0,Brown Tabby,0.13,19.52,13,9,0.0,1
13184,ANSL_50140,2016-10-27 00:00:00,2018-11-17 16:30:00,1.0,Black,0.51,38.29,0,7,0.0,2
13185,ANSL_64471,2015-01-09 00:00:00,2017-02-04 18:23:00,1.0,Red,0.3,41.75,0,1,0.0,2
13186,ANSL_51685,2016-10-17 00:00:00,2017-11-14 19:00:00,2.0,Brown Brindle,0.69,28.18,0,7,1.0,2
13187,ANSL_57096,2007-06-13 00:00:00,2017-07-08 14:24:00,1.0,Brown Tabby,0.2,49.94,0,7,0.0,1
13189,ANSL_71050,2016-11-03 00:00:00,2017-02-14 18:16:00,0.0,White,0.58,47.93,0,1,1.0,1
13190,ANSL_61175,2016-07-30 00:00:00,2016-10-28 18:36:00,1.0,Brown Tabby,0.29,12.45,7,1,0.0,1
13191,ANSL_71220,2016-06-18 00:00:00,2017-06-22 17:02:00,1.0,Brown,0.31,33.15,0,7,0.0,2
13192,ANSL_76420,2019-01-16 00:00:00,2019-05-02 16:32:00,0.0,Brown,0.64,35.48,0,1,1.0,2
13193,ANSL_74021,2017-10-21 00:00:00,2018-11-13 14:10:00,2.0,Tan,0.55,40.79,13,9,0.0,4
13194,ANSL_64685,2018-08-08 00:00:00,2018-11-12 18:53:00,0.0,Brown Tabby,0.97,28.19,0,1,1.0,1
13195,ANSL_67387,2014-03-31 00:00:00,2016-11-11 12:30:00,1.0,Blue,0.49,42.64,0,1,0.0,2
13196,ANSL_69797,2015-05-29 00:00:00,2017-08-27 09:16:00,1.0,Black,0.12,33.33,7,1,0.0,2
13198,ANSL_72589,2016-06-11 00:00:00,2016-09-25 19:31:00,1.0,Brown Tabby,0.53,30.15,0,1,0.0,1
13199,ANSL_52189,2007-07-25 00:00:00,2016-08-30 11:09:00,0.0,White,0.16,12.97,0,7,1.0,2
13200,ANSL_56391,2018-04-10 00:00:00,2019-02-09 14:59:00,1.0,Black,0.08,8.35,13,9,0.0,2
13201,ANSL_73311,2016-04-29 00:00:00,2018-05-25 17:18:00,0.0,Tan,0.99,36.82,0,1,1.0,2
13203,ANSL_50310,2018-07-13 00:00:00,2018-12-14 00:00:00,2.0,White,0.33,28.43,13,9,1.0,2
13204,ANSL_72287,2017-01-04 00:00:00,2017-05-01 11:09:00,0.0,Black,0.8,16.68,0,1,1.0,1
13205,ANSL_66201,2017-11-23 00:00:00,2018-01-31 17:25:00,2.0,Blue Tabby,0.83,37.79,13,9,1.0,1
13206,ANSL_52372,2016-06-18 00:00:00,2016-09-09 16:41:00,1.0,Brown Tabby,0.37,15.68,0,1,0.0,1
13207,ANSL_51815,2014-05-24 00:00:00,2017-06-17 14:57:00,1.0,White,0.45,10.81,13,9,0.0,2
13208,ANSL_66171,2014-01-23 00:00:00,2019-02-21 14:02:00,2.0,Black,0.7,25.79,0,7,0.0,2
13210,ANSL_61105,2017-06-23 00:00:00,2018-07-14 08:15:00,,Black,1.0,10.62,15,4,2.0,4
13211,ANSL_55914,2018-09-01 00:00:00,2019-01-01 13:21:00,1.0,Orange Tabby,0.44,49.54,0,1,0.0,1
13212,ANSL_66372,2016-10-11 00:00:00,2016-11-03 13:17:00,2.0,Black,0.28,28.68,13,9,0.0,1
13213,ANSL_64628,2017-01-12 00:00:00,2019-02-02 16:20:00,,Black,0.26,24.88,15,4,2.0,4
13214,ANSL_50215,2016-06-28 00:00:00,2017-08-06 12:28:00,0.0,Brown,0.83,47.78,0,7,1.0,2
13215,ANSL_60000,2009-08-25 00:00:00,2017-11-05 14:06:00,1.0,Black,0.81,25.32,7,1,0.0,2
13216,ANSL_76485,2017-05-23 00:00:00,2019-05-04 00:00:00,0.0,Gray,0.37,47.67,13,9,1.0,1
13217,ANSL_50949,2017-02-07 00:00:00,2018-03-09 17:30:00,1.0,Black,0.72,37.1,0,1,0.0,2
13218,ANSL_68678,2010-05-11 00:00:00,2017-06-07 13:25:00,2.0,Tortie,0.27,21.04,13,9,1.0,1
13219,ANSL_51183,2019-01-01 00:00:00,2019-02-14 10:30:00,,Brown Tabby,0.4,16.02,13,9,2.0,1
13220,ANSL_66992,2018-08-16 00:00:00,2018-11-29 17:43:00,0.0,Black,0.52,16.49,0,1,1.0,2
13221,ANSL_72237,2016-02-02 00:00:00,2017-04-05 18:05:00,1.0,Brown,0.8,31.41,0,1,0.0,2
13222,ANSL_70713,2017-03-08 00:00:00,2018-10-31 17:33:00,0.0,Cream,0.42,5.04,0,1,1.0,2
13224,ANSL_72995,2017-11-27 00:00:00,2018-01-17 16:49:00,2.0,Gray,0.39,15.74,13,9,1.0,1
13225,ANSL_76653,2011-09-14 00:00:00,2019-05-08 15:32:00,0.0,White,0.27,7.41,13,9,1.0,2
13226,ANSL_72954,2005-07-28 00:00:00,2018-08-25 14:17:00,0.0,White,0.83,42.72,0,7,1.0,2
13227,ANSL_72715,2012-07-07 00:00:00,2016-08-14 13:37:00,1.0,Brown,0.66,26.58,0,1,0.0,2
13228,ANSL_51636,2019-01-23 00:00:00,2019-03-11 08:06:00,2.0,Black,0.2,22.86,13,9,1.0,2
13229,ANSL_59533,2017-12-25 00:00:00,2019-01-18 15:46:00,1.0,Black,0.51,14.06,0,1,0.0,1
13230,ANSL_76688,2018-04-13 00:00:00,2019-05-09 08:08:00,,Torbie,0.62,11.4,0,3,2.0,1
13231,ANSL_53649,2012-07-04 00:00:00,2017-08-02 18:00:00,1.0,Tan,0.57,12.27,0,1,0.0,2
13232,ANSL_52125,2008-11-24 00:00:00,2017-12-14 18:13:00,1.0,Tan,0.72,41.4,0,1,0.0,2
13233,ANSL_51507,2015-08-05 00:00:00,2016-11-18 17:45:00,0.0,Brown Brindle,0.22,46.35,1,4,1.0,2
13234,ANSL_59924,2015-12-20 00:00:00,2019-02-26 12:33:00,1.0,Black,0.19,36.7,0,1,0.0,1
13236,ANSL_60111,2016-11-27 00:00:00,2017-06-19 18:07:00,2.0,Blue,0.51,14.65,0,7,1.0,2
13237,ANSL_73774,2014-09-12 00:00:00,2016-10-03 17:00:00,2.0,Buff,0.0,18.03,0,7,1.0,2
13238,ANSL_69653,2016-08-15 00:00:00,2018-09-09 18:04:00,1.0,White,0.68,13.39,0,1,0.0,2
13239,ANSL_60794,2016-03-13 00:00:00,2018-04-06 15:45:00,0.0,Orange Tabby,0.66,11.96,13,9,1.0,1
13241,ANSL_63285,2015-11-24 00:00:00,2016-08-31 11:39:00,0.0,Tan,0.71,29.75,0,1,1.0,2
13242,ANSL_60092,2017-06-13 00:00:00,2017-12-04 17:51:00,0.0,Black,0.44,21.32,0,1,1.0,2
13243,ANSL_51381,2017-03-10 00:00:00,2017-09-01 18:18:00,0.0,Orange Tabby,0.77,43.27,16,9,1.0,1
13244,ANSL_68188,2017-06-29 00:00:00,2018-07-20 09:00:00,2.0,Orange Tabby,0.33,15.24,16,9,0.0,1
13245,ANSL_76491,2018-10-10 00:00:00,2019-05-04 14:32:00,2.0,Tan,0.81,13.62,0,1,0.0,0
13246,ANSL_76364,2018-03-20 00:00:00,2019-05-01 15:49:00,1.0,Black,0.2,23.81,0,1,0.0,2
13247,ANSL_57558,2015-12-23 00:00:00,2018-01-17 19:21:00,1.0,Tricolor,0.01,42.19,0,1,0.0,2
13248,ANSL_54092,2016-04-28 00:00:00,2016-07-23 12:17:00,1.0,Black,0.76,23.19,7,1,0.0,1
13249,ANSL_61788,2017-08-10 00:00:00,2017-12-05 17:28:00,0.0,Buff,0.44,30.97,0,1,1.0,2
13250,ANSL_75081,2017-03-07 00:00:00,2019-04-02 14:54:00,0.0,Tan,0.89,21.33,12,1,1.0,2
13251,ANSL_56104,2013-12-27 00:00:00,2017-01-22 17:27:00,0.0,Black,0.83,24.22,0,1,1.0,2
13252,ANSL_70459,2018-06-29 00:00:00,2018-10-18 11:51:00,2.0,Black,0.7,28.02,13,9,0.0,1
13253,ANSL_61122,2016-08-14 00:00:00,2016-09-11 17:26:00,2.0,White,0.87,22.54,13,9,1.0,2
13254,ANSL_52786,2015-08-30 00:00:00,2016-12-19 12:55:00,1.0,Brown,0.6,8.03,13,9,0.0,2
13255,ANSL_67785,2017-11-04 00:00:00,2017-12-10 14:41:00,,Black,0.19,47.4,13,9,2.0,1
13256,ANSL_73819,2014-05-29 00:00:00,2017-06-20 12:13:00,1.0,White,0.03,15.27,0,7,0.0,2
13257,ANSL_57760,2016-12-08 00:00:00,2018-01-05 14:11:00,0.0,Calico,0.37,37.45,13,9,1.0,1
13258,ANSL_54832,2013-12-24 00:00:00,2018-09-24 13:19:00,2.0,Blue,0.04,10.52,0,7,1.0,2
13259,ANSL_51182,2014-09-08 00:00:00,2016-10-28 14:43:00,0.0,Blue Tabby,0.26,19.88,0,1,1.0,1
13260,ANSL_57820,2016-11-16 00:00:00,2018-12-14 09:56:00,0.0,Tan,0.77,25.42,13,9,1.0,2
13261,ANSL_65532,2017-06-19 00:00:00,2018-07-13 19:13:00,1.0,Tricolor,0.6,12.4,0,1,0.0,2
13262,ANSL_64117,2015-08-15 00:00:00,2017-07-28 00:00:00,1.0,White,0.41,45.9,13,9,0.0,2
13263,ANSL_63793,2013-08-12 00:00:00,2017-09-23 17:21:00,1.0,Black,0.61,39.1,15,4,0.0,2
13264,ANSL_70558,2016-07-25 00:00:00,2016-09-30 17:47:00,2.0,Brown Tabby,0.46,45.82,13,9,1.0,1
13265,ANSL_67446,2018-10-11 00:00:00,2018-12-30 17:45:00,1.0,Lynx Point,0.76,30.53,7,1,0.0,1
13266,ANSL_75808,2009-03-28 00:00:00,2019-04-17 14:07:00,0.0,Brown Tabby,0.2,26.95,0,7,1.0,1
13267,ANSL_63260,2012-03-25 00:00:00,2018-04-19 19:18:00,1.0,White,0.32,25.51,0,1,0.0,2
13268,ANSL_51729,2014-03-20 00:00:00,2018-09-08 00:00:00,1.0,Black,0.7,47.83,0,1,0.0,2
13269,ANSL_73017,2016-04-06 00:00:00,2017-10-31 18:24:00,1.0,White,0.5,5.12,0,1,0.0,2
13270,ANSL_67730,2010-11-04 00:00:00,2018-11-27 11:49:00,1.0,Black,0.46,31.48,0,7,0.0,2
13271,ANSL_51530,2017-06-19 00:00:00,2017-09-20 18:42:00,1.0,Brown Tabby,0.52,43.88,0,1,0.0,1
13272,ANSL_54602,2016-10-04 00:00:00,2016-11-08 12:25:00,,Black,0.73,37.62,18,4,2.0,1
13273,ANSL_61997,2014-07-09 00:00:00,2017-08-03 12:26:00,2.0,Black,0.61,14.17,0,7,0.0,2
13274,ANSL_73669,2016-11-26 00:00:00,2017-02-12 17:35:00,2.0,Black,0.4,27.84,13,9,1.0,1
13275,ANSL_70789,2005-08-30 00:00:00,2016-09-23 12:17:00,0.0,Tan,0.1,18.43,13,9,1.0,2
13276,ANSL_61029,2017-09-16 00:00:00,2018-10-10 12:07:00,0.0,Black,0.95,20.78,0,1,1.0,2
13277,ANSL_59230,2016-05-03 00:00:00,2017-04-21 13:11:00,0.0,Black,0.08,30.41,0,1,1.0,2
13278,ANSL_75796,2017-03-26 00:00:00,2019-04-18 08:47:00,,Black,0.48,6.74,15,4,2.0,4
13279,ANSL_75210,2015-07-13 00:00:00,2018-11-25 09:29:00,1.0,Black,0.25,29.54,7,1,0.0,1
13280,ANSL_62151,2017-12-31 00:00:00,2018-03-21 13:42:00,1.0,Blue,0.4,36.12,0,1,0.0,1
13281,ANSL_76701,2018-05-27 00:00:00,2019-05-09 13:38:00,0.0,Blue,0.31,21.74,18,4,1.0,2
13282,ANSL_73788,2017-04-04 00:00:00,2018-01-12 17:20:00,0.0,Brown Brindle,0.28,35.82,0,1,1.0,2
13283,ANSL_65508,2016-02-06 00:00:00,2018-03-01 13:52:00,2.0,Blue,0.28,15.52,0,7,0.0,2
13284,ANSL_59216,2017-01-30 00:00:00,2018-02-25 18:30:00,1.0,Tan,0.29,38.9,13,9,0.0,2
13285,ANSL_67029,2018-07-13 00:00:00,2018-10-18 17:51:00,1.0,White,0.95,40.62,0,1,0.0,1
13286,ANSL_67689,2017-04-10 00:00:00,2018-05-03 12:24:00,2.0,Black,0.52,25.88,0,3,1.0,1
13287,ANSL_52314,2013-12-01 00:00:00,2018-01-31 16:16:00,1.0,Black,0.32,35.91,0,7,0.0,2
13288,ANSL_60287,2004-08-11 00:00:00,2017-09-01 14:32:00,1.0,Brown,0.71,44.05,18,4,0.0,2
13289,ANSL_66583,2015-01-22 00:00:00,2017-02-16 12:50:00,2.0,Black,0.19,15.22,13,9,0.0,2
13290,ANSL_53613,2015-04-28 00:00:00,2016-12-02 13:35:00,0.0,Torbie,0.04,18.89,0,1,1.0,1
13291,ANSL_71978,2014-08-29 00:00:00,2016-09-28 17:02:00,1.0,White,0.73,49.59,0,7,0.0,2
